Mod:Item:MetaData, Localized Name
immersiveengineering:bullet:2, Самонаводящиеся патроны
immersiveengineering:bullet:2, Кристаллизованные патроны
immersiveengineering:bullet:2, Патрон "Волчья стая"
immersiveengineering:chemthrower, Химический метатель
immersiveengineering:railgun, Рельсотрон
immersiveengineering:skyhook, Небесный крюк инженера
immersiveengineering:toolupgrade:0, Внутренний резервуар окислителя
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Дополнительные шнеки
immersiveengineering:toolupgrade:3, Дополнительный бак
immersiveengineering:toolupgrade:4, Штык
immersiveengineering:toolupgrade:5, Дополнительная обойма
immersiveengineering:toolupgrade:6, Электронный усилитель
immersiveengineering:toolupgrade:7, Направленное сопло
immersiveengineering:toolupgrade:8, Прицел
immersiveengineering:toolupgrade:9, Дополнительные конденсаторы
immersiveengineering:toolupgrade:10, Лампа-вспышка
immersiveengineering:toolupgrade:11, Шокоизлучатели
immersiveengineering:toolupgrade:12, Магнитная перчатка
immersiveengineering:toolupgrade:13, Мультирезервуар
immersiveengineering:shader, Шейдер
immersiveengineering:shader_bag, Мешок шейдеров
immersiveengineering:earmuffs, Защитные наушники
immersiveengineering:coresample, Керновая проба
immersiveengineering:graphite_electrode, Графитовый электрод
immersiveengineering:faraday_suit_feet, Сапоги Фарадея
immersiveengineering:faraday_suit_legs, Поножи Фарадея
immersiveengineering:faraday_suit_chest, Нагрудник Фарадея
immersiveengineering:faraday_suit_head, Шлем Фарадея
immersiveengineering:fluorescent_tube, Люминесцентная лампа
immersiveengineering:powerpack, Конденсаторный рюкзак
immersiveengineering:shield, Тяжёлый покрытый щит
immersiveengineering:molten_uranium, Расплавленный уран
immersiveengineering:molten_constantan, Расплавленный константан
immersivepetroleum:metal_device:0, Смазочное устройство
immersivepetroleum:metal_device:1, Портативный генератор
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Битум
immersivepetroleum:schematic, %s Проектор
immersivepetroleum:speedboat, Моторная лодка
immersivepetroleum:upgrades:0, Укрепленный корпус
immersivepetroleum:upgrades:1, Ледокольный нос
immersivepetroleum:upgrades:2, Расширенный топливный бак
immersivepetroleum:upgrades:3, Маневровый руль
immersivepetroleum:upgrades:4, Вёсла
immersivepetroleum:oil_can, Резервуар для смазки
animalium:wild_dog_pelt, Wild Dog Pelt
animalium:bear_meat, Raw Bear Meat
animalium:bear_meat_cooked, Cooked Bear Meat
animalium:bear_claw, Bear Claw
animalium:bear_claw_paxel, Bear Claw Paxel
animalium:rat_meat, Raw Rat Meat
animalium:rat_meat_cooked, Cooked Rat Meat
animalium:dog_boots, Wild Dog Pelt Boots
mowziesmobs:foliaath_seed, Foliaath Seed
mowziesmobs:test_structure, Test Structures
mowziesmobs:mob_remover, Mob Remover
mowziesmobs:wrought_axe, Axe of a Thousand Metals
mowziesmobs:wrought_helmet, Wrought Helm
mowziesmobs:barako_mask, Sol Visage
mowziesmobs:dart, Dart
mowziesmobs:spear, Spear
mowziesmobs:blowgun, Blowgun
mowziesmobs:spawn_egg:0, Яйцо призыва — Foliaath
mowziesmobs:spawn_egg:0, Яйцо призыва — Ferrous Wroughtnaut
mowziesmobs:spawn_egg:0, Яйцо призыва — Barakoana
mowziesmobs:spawn_egg:0, Яйцо призыва — Barakoa
mowziesmobs:spawn_egg:0, Яйцо призыва — Barako, the Sun Chief
mowziesmobs:spawn_egg:0, Яйцо призыва — Frostmaw
mowziesmobs:grant_suns_blessing, Receive Sun's Blessing
mowziesmobs:ice_crystal, Ice Crystal
mowziesmobs:earth_talisman, Earth Talisman
mowziesmobs:painted_acacia, Painted Acacia Wood
mowziesmobs:painted_acacia_slab, Painted Acacia Wood Slab
mowziesmobs:barakoa_mask_fury, Mask of Fury
mowziesmobs:barakoa_mask_fear, Mask of Fear
mowziesmobs:barakoa_mask_rage, Mask of Rage
mowziesmobs:barakoa_mask_bliss, Mask of Bliss
mowziesmobs:barakoa_mask_misery, Mask of Misery
bibliocraft:bookcase:0, Дубовый книжный шкаф
bibliocraft:bookcase:1, Еловый книжный шкаф
bibliocraft:bookcase:2, Берёзовый книжный шкаф
bibliocraft:bookcase:3, Книжный шкаф из тропического дерева
bibliocraft:bookcase:4, Книжный шкаф из акации
bibliocraft:bookcase:5, Книжный шкаф из тёмного дуба
bibliocraft:bookcase:6, Каркасный книжный шкаф
bibliocraft:bookcasecreative:0, Творческий дубовый книжный шкаф
bibliocraft:bookcasecreative:1, Творческий еловый книжный шкаф
bibliocraft:bookcasecreative:2, Творческий берёзовый книжный шкаф
bibliocraft:bookcasecreative:3, Творческий книжный шкаф из тропического дерева
bibliocraft:bookcasecreative:4, Творческий книжный шкаф из акации
bibliocraft:bookcasecreative:5, Творческий книжный шкаф из тёмного дуба
bibliocraft:bookcasecreative:6, Творческий каркасный книжный шкаф
bibliocraft:shelf:0, Дубовая полка
bibliocraft:shelf:1, Еловая полка
bibliocraft:shelf:2, Берёзовая полка
bibliocraft:shelf:3, Полка из тропического дерева
bibliocraft:shelf:4, Полка из акации
bibliocraft:shelf:5, Полка из тёмного дуба
bibliocraft:shelf:6, Каркасная полка
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
